tSec,dx,dy,dz,dvx,dvy,dvz
12000.0,1.0244548320770264e-08,-9.778887033462524e-09,-5.005858838558197e-08,3.5996094993606675e-11,4.001776687800884e-11,-2.000888343900442e-11,0.0
12060.0,1.0244548320770264e-08,-1.0244548320770264e-08,-5.98374754190445e-08,3.7971403799019754e-11,4.001776687800884e-11,-3.001332515850663e-11,0.0
12120.0,9.313225746154785e-09,-1.0244548320770264e-08,-5.98374754190445e-08,3.89945853385143e-11,4.001776687800884e-11,-2.000888343900442e-11,0.0
12180.0,1.0244548320770264e-08,-1.0244548320770264e-08,-6.204936653375626e-08,4.001776687800884e-11,3.956301952712238e-11,-2.000888343900442e-11,0.0
12240.0,1.0244548320770264e-08,0.0,-6.402842700481415e-08,4.001776687800884e-11,4.001776687800884e-11,-2.000888343900442e-11,0.0
12300.0,2.0489096641540527e-08,0.0,-6.430491339415312e-08,5.002220859751105e-11,4.001776687800884e-11,-2.000888343900442e-11,0.0
12360.0,1.955777406692505e-08,0.0,-6.50179572403431e-08,4.001776687800884e-11,5.002220859751105e-11,-1.000444171950221e-11,0.0
12420.0,1.955777406692505e-08,0.0,-6.495974957942963e-08,4.001776687800884e-11,4.001776687800884e-11,0.0,0.0
12480.0,2.9802322387695312e-08,1.0244548320770264e-08,-7.008202373981476e-08,4.001776687800884e-11,4.001776687800884e-11,0.0,0.0
12540.0,2.0489096641540527e-08,9.313225746154785e-09,-5.98374754190445e-08,4.001776687800884e-11,4.001776687800884e-11,0.0,0.0
12600.0,2.0489096641540527e-08,1.0244548320770264e-08,-6.007030606269836e-08,4.001776687800884e-11,4.001776687800884e-11,0.0,0.0
12660.0,4.0046870708465576e-08,2.0489096641540527e-08,-6.007030606269836e-08,4.001776687800884e-11,4.5929482439532876e-11,1.000444171950221e-11,0.0
12720.0,4.0046870708465576e-08,1.955777406692505e-08,-6.007030606269836e-08,4.001776687800884e-11,4.695266397902742e-11,1.000444171950221e-11,0.0
12780.0,4.0046870708465576e-08,2.9802322387695312e-08,-6.007030606269836e-08,4.001776687800884e-11,4.6981085688457824e-11,2.000888343900442e-11,0.0
12840.0,4.0046870708465576e-08,2.9802322387695312e-08,-6.007030606269836e-08,4.001776687800884e-11,4.7400305902556283e-11,2.000888343900442e-11,0.0
12900.0,5.029141902923584e-08,2.9802322387695312e-08,-6.007030606269836e-08,4.001776687800884e-11,4.7975845518521965e-11,2.000888343900442e-11,0.0
12960.0,4.0046870708465576e-08,4.0046870708465576e-08,-6.007030606269836e-08,4.001776687800884e-11,4.695266397902742e-11,3.001332515850663e-11,0.0
13020.0,4.98257577419281e-08,4.0046870708465576e-08,-6.05359673500061e-08,3.001332515850663e-11,4.7066350816749036e-11,3.001332515850663e-11,0.0
13080.0,4.98257577419281e-08,4.0046870708465576e-08,-6.05359673500061e-08,3.001332515850663e-11,5.002220859751105e-11,3.001332515850663e-11,0.0
13140.0,5.960464477539063e-08,4.936009645462036e-08,-4.936009645462036e-08,4.001776687800884e-11,4.001776687800884e-11,4.001776687800884e-11,0.0
13200.0,4.98257577419281e-08,4.0046870708465576e-08,-5.029141902923584e-08,3.001332515850663e-11,5.002220859751105e-11,5.002220859751105e-11,0.0
13260.0,6.007030606269836e-08,4.936009645462036e-08,-4.936009645462036e-08,3.001332515850663e-11,4.001776687800884e-11,5.002220859751105e-11,0.0
